FLAG,Time Diff between first and last (Mins),max value received ,total ether balance,total tnx,avg total val
0,72065.0,10.0,-0.367999256,25,3.0662540000000007
0,611682.27,600.98832,-14.37230628,1175,73.82853100000001
0,1009090.55,40.136798,-79.63904036,112,14.434598
0,11677.73,250.5,0.31,20,79.2025
0,381840.42,790.9994370000002,-1633.635915,79,211.250752
0,102.07,101.0,0.00252,6,121.199496
0,291444.58,23.462797,46.27232361,33,1.402192
0,16284.15,0.405838,0.35855313,69,0.131635
0,169.87,0.4494770000000001,0.0022,2,0.896754
0,2250.73,0.86761,0.00062,2,1.7346
0,341868.53,0.46,-0.380176274,5,0.510059
0,614761.98,200.0,-18.67313494,125,27.643918999999997
0,10.8,1563.2126970000004,0.001414909,5,1667.499528
0,7.53,1.0,0.00325311,2,1.996747
0,688942.0,69.995,0.011052491,34,24.57423
0,772.02,0.39,-0.00776788,5,0.48944200000000004
0,596107.57,20.173085,0.029906,14,13.230711000000001
0,288353.97,249.812075,-358.9803421000001,14,273.553844
0,31.28,0.732876,0.00126,2,1.464492
0,18.47,1440.815594,0.001414909,5,1667.499528
0,64.95,101.0,0.0015539999999999,4,134.666149
0,251884.43,2.0,0.28,10,1.84
0,342210.95,2.995,-5.121116224,8,3.9027789999999998
0,952.85,49.99952800000001,0.027399237,93,5.445801
0,10.87,1563.4886689999996,0.001414909,5,1667.499528
0,46.45,101.0,0.0015539999999999,4,134.666149
0,511227.0,1.595,-2.065204501,10,1.259303
0,323.42,76.387788,0.000984218,4,100.99950799999999
0,20.18,1503.450608,0.001886545,6,1500.749528
0,314.65,101.0,0.000984218,3,151.499508
0,73.97,30.0,0.001008,3,44.999496
0,10.38,1092.146496,0.001414909,5,1667.499528
0,327.37,54.018396,0.001506437,5,84.166165
0,228977.53,1.169411,93.10979582,98,0.9501
0,138977.15,820.0,0.104811001,380,733.514138
0,816620.55,1.001431,12.62458564,61,2.590053
0,376480.78,49.477281,-23.1113442,125,18.294922
0,267722.13,6.6012,-1.99296836,16,4.427098
0,1150335.93,1.00563,0.335129226,793,1.17707
0,617468.87,21.32,0.00137294,10,9.02982
0,226766.85,1.021547,146.2768721,159,0.91998
0,10.93,2.75,0.00062,2,5.49938
0,73.42,71.768873,0.001523001,5,84.166159
0,520700.2,4.504509,0.101450356,629,2.294436
0,127115.7,1.000945,0.015961896,68,0.770235
0,353915.25,3.80983,17.40140661,13,1.33857
0,75.03,61.439758,0.001512,5,84.166163
0,62.6,101.0,0.0015539999999999,4,134.666149
0,301482.83,58.75344499999999,0.01339322,15,21.090080999999998
0,310.32,101.0,0.000984218,3,151.499508
0,40.8,101.0,0.0015539999999999,4,134.666149
0,376485.87,49.749538,0.45179059,1239,2.215999
0,2669.23,538.205,0.001088977,4,592.199456
0,946931.97,153.99,-203.3756139,145,32.266542
0,13.88,4.995,0.015,2,9.975000000000001
0,5.9,1561.677382,0.001830667,5,1667.4993900000002
0,323.38,89.927808,0.000984218,4,100.99950799999999
0,743941.13,8.58,0.00975847,12,11.685707
0,992074.2,0.133269,0.00135,82,4.057411
0,152789.92,15.5,0.013551552,36,10.932580999999999
0,178770.6,2.29385,0.01161011,22,2.035167
0,1019244.7,306.0,0.47027113,21,211.885784
0,327.92,68.219188,0.000984218,4,100.99950799999999
0,326.03,52.80165,0.000984218,4,100.99950799999999
0,936622.48,5.0,-4.793751,9,4.916087
0,948.73,1.0,0.000441,2,1.999559
0,250218.08,1.000578,5.88569015,13,0.452745
0,321.5,86.75764699999998,0.000984218,4,100.99950799999999
0,232149.93,8770.13158,629.1782661000002,16736,6858.920604
0,182217.27,1.0,0.006507092,89,0.687864
0,77404.38,8.995,-17.682988,6,14.913247
0,2259.65,12.123629,0.00062,2,24.246637999999997
0,320.68,64.90333199999999,0.000984218,4,100.99950799999999
0,6699.85,1.000291,0.000840005,4,1.201854
0,192602.83,52.4624,558.6370505,47,11.885895
0,305.33,101.0,0.001428506,3,151.49928599999998
0,20.93,2.39451,0.000504,2,4.7885159999999996
0,68.72,101.0,0.0015539999999999,4,134.666149
0,205942.0,14.583474,0.029244115,138,4.0951439999999995
0,1.32,0.70724,0.00084,2,1.41364
0,326.13,79.40476899999999,0.000984218,4,100.99950799999999
0,511631.95,7000.0,-752576.9329,10002,296.48904200000004
0,10.78,1479.838353,0.001414909,5,1667.499528
0,81986.35,9.5925,0.01228876,8,12.470792
0,24336.13,15.99543,0.004129493,21,15.657099
0,319.03,101.0,0.000984218,3,151.499508
0,365818.75,1.161912,0.03532431,15,0.43155699999999997
0,1921036.52,28.010089,41.78640022,1624,49.954904
0,68.3,101.0,0.0015539999999999,4,134.666149
0,237790.27,1.243,0.01058002,39,0.466502
0,915822.2,10.0,-0.918555982,65,2.916879
0,319320.53,1.6777259999999998,107.2089593,160,0.670056
0,5.65,1900.529431,0.001414909,5,1667.499528
0,868228.45,370.892142,-3500.466893,1328,45.2505
0,14.38,1.373735,0.015,2,2.73247
0,705882.98,1.458379,5.391128874,42,1.5739580000000002
0,306025.43,0.5294840000000001,0.00504,39,0.290717
0,88326.87,509.0,509.0,2,254.5
0,253.25,0.3,0.00062,2,0.59938
0,327.7,101.0,0.000984218,3,151.499508
0,5.95,1.466441,0.000471636,2,2.93241
0,4.68,1902.37628,0.001414909,5,1667.499528
0,259478.57,1.0,0.000441,2,1.999559
0,209930.78,1.000888,18.28040267,76,0.240532
0,319340.05,5.008505,99.67635547,84,1.186623
0,325.1,78.850629,0.000984218,4,100.99950799999999
0,208695.6,499.999,1226.331962,18,68.129553
0,80078.27,0.169153,0.01722,82,0.215954
0,964896.88,30.0,0.00116968,6,22.591395
0,547962.18,0.715069,17.96526264,82,0.219089
0,291444.33,1.001,18.85476593,24,0.785615
0,32323.4,5.0,0.00088263,5,5.214846
0,283905.73,1.125244,47.60848499,118,0.403462
0,192590.77,0.6973689999999999,15.89998028,143,0.111189
0,273204.15,18.0,0.004094496,12,12.487563000000002
0,65.03,101.0,0.0015539999999999,4,134.666149
0,5.4,1577.692763,0.001414909,5,1667.499528
0,324.73,53.043053,0.001026218,4,100.999487
0,17134.32,2.999559,0.00224945,5,4.497041
0,5.8,10.0,0.000471636,2,19.999527999999998
0,39.47,0.225559,0.000504,2,0.450614
0,19.25,1110.88081,0.001886545,6,1500.749528
0,310.48,101.0,0.001488218,4,134.66617100000002
0,321.17,101.0,0.000984218,3,151.499508
0,974378.8,6.0,-6.29650084,74,1.977029
0,321.95,56.24049399999999,0.000984218,4,100.99950799999999
0,1010987.1,42.47269,0.011706884,17,11.527819999999998
0,18.87,1282.681283,0.001414909,5,1667.499528
0,226756.63,17.687756,359.061997,275,1.30568
0,447735.1,0.5,-1.190776506,18,0.324585
0,2257.95,0.381175,0.00062,2,0.76173
0,412.35,20.0,0.003559205,10,13.799288
0,63.8,101.0,0.0021,5,126.249475
0,96.47,1.116753,0.0022,2,2.231306
0,244519.93,1.00414,60.43698417,72,0.839403
0,111991.72,0.223954,0.05376,128,0.40251000000000003
0,283910.03,1.249528,99.94944496,117,0.8542690000000001
0,310191.97,0.0,0.0,1624,0.0
0,293206.6,29.007461,0.6931341999999999,407,21.581915
0,1007930.98,716.0,67.11380848,236,79.86762
0,408109.47,4.2546800000000005,0.444381,2121,0.652137
0,24.2,0.01,0.000581532,2,0.019417999999999998
0,3.73,0.180717,0.000921794,2,0.360512
0,577697.67,18.913706,0.126566116,98,1.727315
0,74.32,2.2,0.000504,2,4.399496
0,321.12,81.198633,0.000984218,4,100.99950799999999
0,9.68,1366.695336,0.001414909,5,1667.499528
0,898837.57,1.395217,0.23326833,208,2.0675109999999997
0,0.0,1.844472,1.84447207,1,1.844472
0,663716.47,3.638719,0.01688182,25,1.109956
0,95469.27,0.426663,0.017661,85,0.21566600000000002
0,52953.02,208.57,1211.9614,16,75.747587
0,314180.58,0.049871,0.016355725,70,0.095466
0,327.87,101.0,0.000984218,3,151.499508
0,66.55,101.0,0.0015539999999999,4,134.666149
0,790629.43,9.358682,0.018856844,435,35.424548
0,10.03,2.445368,2.44536818,1,2.445368
0,585677.32,10.14,27.72145346,91,0.304631
0,1610.6,0.01,0.018003663,3,0.009002
0,21.48,1.09336,0.000504,2,2.186216
0,658299.15,158.0,164.52766730000005,9,24.468881
0,76156.38,3.52,0.001764,9,2.530809
0,228994.25,2.158244,151.2160301,139,1.087885
0,189102.7,12.9775,0.00262559,14,14.243803999999999
0,226758.45,0.948767,29.9741884,56,0.535253
0,338100.62,1.001188,25.83669695,57,0.453275
0,15.67,1053.461141,0.001414909,5,1667.499528
0,3.73,0.269876,0.000471636,2,0.53928
0,14.03,10.172054,0.000504,2,20.343604
0,72.55,59.585154,0.002024127,5,84.165992
0,71.75,10.0,0.0022,2,19.997799999999998
0,330.62,1.0,0.00062,2,1.99938
0,598.23,0.18,0.00062,2,0.3593799999999999
0,203015.42,206.387437,0.072752844,188,65.81190000000001
0,332.73,66.568311,0.001026218,4,100.999487
0,2.8,64.867547,0.00084,2,129.734254
0,17157.67,0.1335869999999999,0.001925554,5,0.16452499999999998
0,791365.95,3.0,0.08573712,199,2.107724
0,323.08,66.365314,0.001968437,6,75.74950799999999
0,331.93,96.191037,0.001026218,4,100.999487
0,55167.15,30.655145,0.010878908,48,23.085737
0,575636.87,17.430083,-0.132278095,113,4.656212999999999
0,226777.48,1.003153,26.80862106,30,0.8936209999999999
0,48.88,0.2955,0.001046957,2,0.589953
0,71.9,87.561705,0.001548055,5,84.166151
0,1.58,0.329405,0.000544754,2,0.658265
0,54.97,101.0,0.0015539999999999,4,134.666149
0,204962.67,300.0,1302.58,24,54.27416700000001
0,917999.92,1.57814,-2.34761718,20,1.147358
0,61584.9,25.0,44.99439167,10000,15.000001
0,681582.07,20.0,0.0593786999999999,82,8.948778
0,71.53,85.61593,0.001555573,5,84.16614799999999
0,0.0,0.126419,0.12641884,1,0.126419
0,3.87,1037.13715,0.001414909,5,1667.499528
0,417584.63,302.7,0.002898,10,171.68713
0,68666.87,2.323534,0.001323,48,2.1395200000000005
0,315.47,101.0,0.000984218,3,151.499508
0,53.03,101.0,0.00105,3,151.499475
0,382.15,0.05,0.00062,2,0.09938
0,324.37,53.544593000000006,0.000984218,4,100.99950799999999
0,12.82,0.142549,0.00062,2,0.284478
0,3.52,1039.229065,0.001414909,5,1667.499528
0,607484.77,2.49125,0.01237811,14,1.8553009999999999
0,2312.95,0.062141,0.00062,2,0.123662
0,10.87,1507.464496,0.001414909,5,1667.499528
0,283913.38,1.005665,66.53886848,83,0.801673
0,5.8,0.1094,0.00078606,2,0.21801399999999999
0,794993.12,13.04,0.00194664,8,6.996848999999999
0,199020.9,4.7995800000000015,0.0143572,32,3.4059049999999997
0,341341.32,0.52057,0.000691,7,0.418602
0,327.12,62.746304,0.000984218,4,100.99950799999999
0,710352.4,5.838246,0.1359874,28,2.64008
0,57.7,6.0,0.001046957,2,11.998953
0,889416.88,9.116984,0.217331427,13,6.221443000000001
0,323969.2,0.995,0.638,6,0.9095
0,801929.58,56.671765,0.011364502,64,25.616238000000003
0,226752.87,4.24027,236.22537480000005,140,1.6873240000000005
0,755957.72,200.0,-14.50622072,110,48.763141
0,3.87,1037.19711,0.001414909,5,1667.499528
0,994303.05,26.0,-29.38729011,184,8.035571000000001
0,254225.08,49.999,0.12349736,226,6.4954350000000005
0,14650.52,77.98497900000002,0.003005425,8,63.774238
0,518476.32,7.0,39.48784328,169,0.233656
0,955991.27,10.0,-5.9136894,29,3.959479
0,24563.1,6.999559,0.022491225,21,4.018547
0,16990.2,0.809245,0.001689062,4,0.866033
0,323.72,101.0,0.00655978,14,108.768726
0,226771.23,1.008521,81.8379298,87,0.940666
0,321.02,101.0,0.000984218,3,151.499508
0,980450.8,49.995,-409.0145104,5075,8.834205
0,116034.77,16.874694,57.65614122,11,5.241467
0,478627.65,9.674596,0.032317878,867,63.442656
0,74.15,73.905013,0.001523001,5,84.166159
0,443352.32,0.124775,0.005738902,111,0.502405
0,15909.2,2.33203,0.0007140339999999,3,3.8911930000000003
0,10046.77,7.543660000000001,0.054738,32,4.357506
0,330.63,53.498488,0.001530218,6,67.33282399999999
0,326.65,101.0,0.000984218,3,151.499508
0,291475.3,1.001349,31.79330035,43,0.739379
0,1026242.37,250.00461600000003,-70.20870643,393,34.510408
0,55.38,25.398802,0.001046957,2,50.796557
0,316.65,101.0,0.000984218,3,151.499508
0,331.1,97.27311,0.001026218,4,100.999487
0,1542761.22,223.706943,0.136670341,115,148.06964700000003
0,9.2,2.080186,0.00062,2,4.159751999999999
0,2597.05,28.782406,-0.169573198,5,28.395125
0,193608.57,1.01783,81.76654211,119,0.687114
0,990952.88,26.490597,4.763622838,228,11.265791
0,298210.97,291.99,-3.424122821,172,32.733955
0,326.93,95.153952,0.001026218,4,100.999487
0,321526.67,0.201477,-0.044989188,23,0.149417
0,73.22,84.45213299999998,0.0015539999999999,5,84.16614899999999
0,629558.2,2.995,0.045032073,140,0.492367
0,99.67,101.0,0.001512,4,134.66616299999998
0,25653.48,13.0,0.483221875,1992,1.401952
0,158290.03,1.00351,0.011679678,33,1.5298500000000002
0,255.4,2.0,0.00062,2,3.99938
0,259401.85,112.237381,0.004790624,27,140.015453
0,12.98,22.0,0.00062,2,43.99938
0,982742.9,28.999706,-37.75394306,561,4.330567
0,7.57,423.243877,0.001414909,4,564.324698
0,226784.0,1.0596219999999998,51.6258967,126,0.409729
0,7.87,1.0,0.00062,2,1.99938
0,46.37,101.0,0.00105,3,151.499475
0,796393.9,0.196018,0.590961007,2904,0.202154
0,37944.27,10000.0,115572.2429,324,356.704453
0,180.02,0.112262,0.0022,2,0.222324
0,38489.35,7.986694,0.97669434,3,11.491693999999999
0,327.37,52.483367,0.001026218,4,100.999487
0,341695.82,101.0,-4.496652,5,85.665551
0,310.83,101.0,0.001428506,3,151.49928599999998
0,883783.62,117.179506,-4.559279749,1069,3.34245
0,995280.68,1.007,0.49117978,42,0.780509
0,200110.12,1.87294,125.921517,140,0.899439
0,615209.03,0.388273,0.225729,32,0.37452799999999986
0,642143.43,9.87,0.154690804,372,2.265794
0,326.97,65.322701,0.0015722179999999,5,84.166143
0,2350.32,0.260166,0.00062,2,0.519712
0,563551.12,9.754938,0.042711868,214,3.3054069999999998
0,1547.22,2.103812,-0.16518775,4,2.3764060000000002
0,260605.87,0.3,0.000441,2,0.599559
0,319309.53,3.438845,191.1084136,153,1.249075
0,674.95,3.0,0.00062,2,5.99938
0,226788.17,0.333919,20.53671112,115,0.17858
0,51.95,0.097559,0.000504,2,0.194614
0,4330.22,0.874667,1.693817163,5,0.47049799999999997
0,265214.08,10.0,0.005441,6,7.336853
0,201114.6,0.796678,39.15981527,114,0.343507
0,130590.05,0.091464,0.004293807,9,0.062016
0,803589.3,299.99,0.039777475,23,186.981422
0,776995.78,0.49375,6.369714386,87,1.0675050000000001
0,1256144.62,1.275806,0.6408480679999999,1664,2.017416
0,68.37,101.0,0.0015539999999999,4,134.666149
0,1339.3,1.086307,0.0066,3,3.092297
0,319318.58,0.605513,32.31976434,128,0.252498
0,843756.35,4.0,0.635251734,1149,1.8650130000000003
0,88347.02,25.2366,81.64279549999998,9,9.071422
0,13.15,1042.460612,0.001414909,5,1667.499528
0,15.1,1490.038961,0.001414909,5,1667.499528
0,906247.85,1.077652,0.524149743,831,2.023692
0,324.73,79.04642,0.001026218,4,100.999487
0,87988.67,0.5,0.616895894,9999,6.2e-05
0,251870.42,7.999,0.049937305,48,2.8923919999999996
0,141805.97,20.924313,-14.94649615,89,8.581407
0,394304.23,9.99,0.156244515,217,2.6182679999999996
0,501071.13,6.812200999999999,0.001827,4,9.082325999999998
0,60237.23,2.9,2.91,2,1.455
0,102140.12,12.995,0.002184948,8,11.05727
0,980145.68,15.0,-2.277202149,225,3.729069
0,3391.85,4.711403,0.0183571,4,6.762944000000001
0,9994.67,2.0,0.001932804,8,2.499517
0,191451.85,2.0,0.004211617,11,2.2015890000000002
0,7270.62,1.99,0.00075602,7,2.729748
0,399864.47,1.0048,0.276225861,367,0.276251
0,4.17,1.1,0.00143523,2,2.1985650000000003
0,1284742.27,5.984678,1.00149532,744,1.7917709999999998
0,3.92,98.363606,0.000943273,3,147.544938
0,386465.55,0.48325,0.32860901,4,0.64287
0,601025.25,2.814717,6.354608034,37,3.773739
0,190001.52,1.0088290000000002,0.089584829,42,1.3192469999999998
0,62320.25,25.0,0.01223744,16,25.53086
0,41008.07,5.0,0.00126,2,9.99874
0,6.23,649.732046,0.001414909,48,711.4661950000001
0,322.35,56.642164,0.000984218,4,100.99950799999999
0,209176.72,0.013973,0.0249076,60,0.00527
0,100474.43,131.15309,787.7214998,17,46.336559
0,42393.82,1.548853,0.000449141,2,3.097256
0,408137.83,2.002435,0.066696055,137,0.5251399999999999
0,113631.18,5.322744999999999,0.030506135,11,4.022436
0,314.92,101.0,0.000984218,3,151.499508
0,322.95,87.993619,0.000984218,4,100.99950799999999
0,267755.22,1.000014,0.035721,172,0.120961
0,54540.67,54.2,0.045211617,123,27.962905999999997
0,1891169.67,499.989,2.5763516280000003,4112,63.272153
0,89561.72,60.0,0.002,6,45.0745
0,536981.08,17.0,0.003730947,34,25.098950000000006
0,230217.02,19.995,33.443870000000004,4,8.360968
0,356.88,0.990561,0.00089692,4,0.9964640000000001
0,874362.07,25.5,0.05861082,291,0.7740389999999999
0,553557.55,1.0,-44.04868277,8,9.401736999999999
0,65.32,101.0,0.0015539999999999,4,134.666149
0,17139.98,0.761864,0.001030219,5,0.8141320000000001
0,1420408.97,2.104634,0.027500008,920,7.231033
0,6.45,1870.469089,0.001414909,5,1667.499528
0,352296.45,10.0,0.03216727,71,5.770423
0,145464.3,0.995,0.095,2,1.895
0,422328.02,7.958703999999999,0.020460495,19,6.306235999999999
0,176465.8,1.687923,0.1343333,242,1.2681740000000001
0,154447.4,157.130792,-9.9723301,19,105.63572400000001
0,226762.55,23.199495,126.86439579999998,18,7.0480220000000005
0,226748.1,1.146855,57.13392745,124,0.460757
0,976006.65,4.947967,-2.6339945730000003,35,3.058381
0,3.92,1.999564,0.000471636,2,3.9986569999999997
0,391343.0,1.019167,196.615141,227,0.8661459999999999
0,8.27,1364.703022,0.001886545,6,1500.749528
0,49806.58,4.995,0.000840011,5,7.695413
0,226755.1,0.520178,24.93156573,107,0.233005
0,0.0,35.0,35.0,1,35.0
0,310.2,101.0,0.000984218,3,151.499508
0,890010.87,5.67316,0.00536861,20,1.773275
0,1017593.9,327.7520580000001,0.054431033,136,170.288785
0,880400.3,32.01,0.01509888,17,13.843013000000001
0,68.37,88.309828,0.0015539999999999,5,84.16614899999999
0,96160.73,16.0,0.00382222,13,12.77458
0,149730.1,183.0,-853.4735278999998,126,21.554389999999998
0,286816.02,0.226352,0.0061270519999999,17,0.177962
0,562039.25,720.3,0.591041644,1393,6.294933
0,102.15,0.311935,0.0022,2,0.62167
0,291464.55,1.000786,31.626524300000003,112,0.28238
0,315.47,101.0,0.000984218,3,151.499508
0,78.4,52.541715,0.001512,5,84.166163
0,293094.58,17.1,0.123883763,380,5.543149
0,398398.52,373.0,0.25086888,285,260.917017
0,132996.78,29.811,105.2637501,11,9.569432
0,1198237.45,1.146521,0.471326795,297,1.534724
0,324.1,50.635495,0.001026218,4,100.999487
0,1296.6,19.89,0.00168,8,29.765079999999998
0,146014.17,17699.99914,621.6042415000002,10000,1057.5313540000002
0,324.97,61.439399,0.000984218,4,100.99950799999999
0,71.68,101.0,0.0015539999999999,4,134.666149
0,130750.77,130.0,824.4,13,63.415385
0,674926.03,36.9,-64.71014472,800,12.084126999999999
0,7.53,1037.909255,0.001886545,6,1500.749528
0,996954.07,100.0,0.048720839,50,52.167158000000015
0,148629.67,33.566428,-37.02947044,58,10.5318
0,69.0,92.466523,0.0015539999999999,5,84.16614899999999
0,332838.28,1.13,0.001246032,8,2.767937
0,307003.17,11.4568,0.006316957,17,8.895993
0,6239.67,1.8,0.00025202,2,3.599748
0,322.5,50.99895,0.000984218,5,84.166175
0,72.15,101.0,0.0015539999999999,4,134.666149
0,1002497.0,668.105152,0.021238059,25,371.35005900000004
0,97.55,5.0,0.00304422,2,9.996956
0,301013.98,11.51584,0.01021797,14,12.859201
0,226775.5,0.375272,19.36612739,98,0.197614
0,15746.02,0.0,0.0,9999,0.0
0,88331.55,10.999495,31.07241158,5,6.214482
0,58520.67,0.6,0.00162434,3,0.899188
0,885117.53,76.99937,0.041622947,13,37.504489
0,173.47,0.1,0.00042,2,0.19958
0,72.45,89.96834,0.001544256,5,84.16615200000001
0,1127393.0,5.1,-4.89406396,304,6.267883
0,927539.2,3.000364,0.041473706,96,2.01582
0,320.15,0.0239,0.02389988,1,0.0239
0,65629.95,11.09,0.002670038,8,11.084332
0,226775.6,0.489137,20.81543511,109,0.190967
0,285965.37,1.792785,9.67e-05,2,3.5854730000000004
0,413648.58,22.175,-17.88441396,104,8.688308000000001
0,210085.83,1.0,0.045,41,0.35248599999999997
0,66.43,101.0,0.0015539999999999,4,134.666149
0,646233.3,0.0,0.0,181,0.0
0,302065.78,399.999,0.010527,12,268.405912
0,69.68,101.0,0.0015539999999999,4,134.666149
0,313.93,101.0,0.000984218,3,151.499508
0,734165.67,497.822072,0.260774423,796,8.529876
0,558132.17,62.01,0.021023785,182,112.728935
0,325.23,51.36301,0.000984218,6,75.912079
0,387397.43,2.0,0.182503553,341,0.2955749999999999
0,12.65,4.99,0.000504,2,9.979496000000001
0,372128.45,26.278279,50.94254263,27,9.826873
0,1.97,0.113988,0.000471636,2,0.227504
0,67.45,101.0,0.0015539999999999,4,134.666149
0,298923.97,400.0,-4.51805557,59,86.90765700000003
0,39.15,1.409452,0.000504,2,2.8184
0,113262.22,3.515142,0.45414206,56,1.151245
0,291482.3,0.618857,33.30223377,131,0.254216
0,381.0,4.318035,0.000984218,4,4.4175439999999995
0,67.57,101.0,0.0015539999999999,4,134.666149
0,226792.15,1.151997,52.94762249,129,0.410447
0,71.12,85.168824,0.001554158,5,84.16614899999999
0,6002.88,1.363896,1.36389572,1,1.363896
0,318.03,51.759097,0.002970305,8,67.332838
0,0.0,0.002049,0.00204917,1,0.002049
0,306.57,101.0,0.001488218,4,134.66617100000002
0,245398.22,1.00586,49.71351457,100,0.4971350000000001
0,50564.05,6.995,38.05,9,4.7675
0,67394.65,0.510473,0.001323,8,0.578457
0,245498.05,0.353832,22.14096162,115,0.19253
0,888647.9,7.0,0.00674201,30,1.820246
0,410.55,98.293198,0.001506437,5,84.166165
0,663.52,2.25,0.00362337,4,2.498188
0,319291.53,1.638875,199.135681,221,0.901066
0,216039.77,0.009662,0.00050001,4,0.026615
0,17468.72,34.055304,0.000471636,4,45.540679
0,418483.92,0.145868,7.04e-05,2,0.291665
0,226780.37,0.431425,19.97348364,89,0.224421
0,4.9,1902.268491,0.001414909,5,1667.499528
0,60016.43,3.395,0.00168,4,3.7566360000000003
0,574178.57,1999.99958,2084.272476,12490,1603.3585259999998
0,32.33,4.0,0.0022,2,7.9978
0,1072398.18,65.60615899999999,-26.27986751,220,22.459387000000003
0,228998.5,0.898206,52.17811743,148,0.352555
0,14.53,3.0,0.001122944,2,5.998877
0,192603.35,1.9959,25.54694923,115,0.222147
0,323.38,52.177253,0.000984218,4,100.99950799999999
0,67768.1,33.389345,0.030660004,146,8.46983
0,70363.92,10.2,0.005474833,22,4.40832
0,201162.33,1.303841,84.34338569,103,0.818868
0,226778.87,3.737293,42.69812499,44,0.970412
0,324.37,77.342076,0.000984218,4,100.99950799999999
0,7.73,1180.739028,0.001886545,6,1500.749528
0,392152.93,7.495,0.00677158,30,3.8084290000000003
0,189.75,20.80213,0.00042,2,41.60384
