FLAG,max value received ,total Ether sent,total ether balance,total tnx,avg total val
0,1.0,0.99674689,0.00325311,2,1.996747
0,69.995,208.8754299,0.011052491,34,24.57423
0,0.39,0.39776788,-0.00776788,5,0.48944200000000004
0,20.173085,31.16317907,0.029906,14,13.230711000000001
0,249.812075,721.7298479,-358.9803421000001,14,273.553844
0,0.732876,0.7316159999999999,0.00126,2,1.464492
0,1440.815594,2000.998585,0.001414909,5,1667.499528
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,2.0,2.72,0.28,10,1.84
0,2.995,10.36611622,-5.121116224,8,3.9027789999999998
0,49.99952800000001,117.44796370000002,0.027399237,93,5.445801
0,1563.4886689999996,2000.998585,0.001414909,5,1667.499528
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,1.595,3.667049401,-2.065204501,10,1.259303
0,76.387788,100.9990158,0.000984218,4,100.99950799999999
0,1503.450608,2000.998113,0.001886545,6,1500.749528
0,101.0,100.9990158,0.000984218,3,151.499508
0,30.0,29.998992,0.001008,3,44.999496
0,1092.146496,2000.998585,0.001414909,5,1667.499528
0,54.018396,100.9984936,0.001506437,5,84.166165
0,1.169411,0.0,93.10979582,98,0.9501
0,820.0,68276.60921000001,0.104811001,380,733.514138
0,1.001431,12.77,12.62458564,61,2.590053
0,49.477281,579.4761972,-23.1113442,125,18.294922
0,6.6012,9.49126836,-1.99296836,16,4.427098
0,1.00563,183.2834952,0.335129226,793,1.17707
0,21.32,21.67074448,0.00137294,10,9.02982
0,1.021547,0.0,146.2768721,159,0.91998
0,2.75,2.74938,0.00062,2,5.49938
0,71.768873,100.998477,0.001523001,5,84.166159
0,4.504509,305.132883,0.101450356,629,2.294436
0,1.000945,13.086019699999998,0.015961896,68,0.770235
0,3.80983,0.0,17.40140661,13,1.33857
0,61.439758,100.998488,0.001512,5,84.166163
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,58.75344499999999,78.73005157,0.01339322,15,21.090080999999998
0,101.0,100.9990158,0.000984218,3,151.499508
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,49.749538,679.1706318,0.45179059,1239,2.215999
0,538.205,592.1989110000002,0.001088977,4,592.199456
0,153.99,1162.4172529999996,-203.3756139,145,32.266542
0,4.995,4.98,0.015,2,9.975000000000001
0,1561.677382,2000.998169,0.001830667,5,1667.4993900000002
0,89.927808,100.9990158,0.000984218,4,100.99950799999999
0,8.58,35.05224153,0.00975847,12,11.685707
0,0.133269,7.916865339,0.00135,82,4.057411
0,15.5,98.38644845,0.013551552,36,10.932580999999999
0,2.29385,11.18761414,0.01161011,22,2.035167
0,306.0,1049.048,0.47027113,21,211.885784
0,68.219188,100.9990158,0.000984218,4,100.99950799999999
0,52.80165,100.9990158,0.000984218,4,100.99950799999999
0,5.0,13.02800825,-4.793751,9,4.916087
0,1.0,0.999559,0.000441,2,1.999559
0,1.000578,0.0,5.88569015,13,0.452745
0,86.75764699999998,100.9990158,0.000984218,4,100.99950799999999
0,8770.13158,28580960.89,629.1782661000002,16736,6858.920604
0,1.0,9.026072908,0.006507092,89,0.687864
0,8.995,31.672988,-17.682988,6,14.913247
0,12.123629,12.12300879,0.00062,2,24.246637999999997
0,64.90333199999999,100.9990158,0.000984218,4,100.99950799999999
0,1.000291,1.20143483,0.000840005,4,1.201854
0,52.4624,0.0,558.6370505,47,11.885895
0,101.0,100.9985715,0.001428506,3,151.49928599999998
0,2.39451,2.39400649,0.000504,2,4.7885159999999996
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,14.583474,141.23839109999997,0.029244115,138,4.0951439999999995
0,0.70724,0.70640002,0.00084,2,1.41364
0,79.40476899999999,100.9990158,0.000984218,4,100.99950799999999
0,7000.0,1137736.345,-752576.9329,10002,296.48904200000004
0,1479.838353,2000.998585,0.001414909,5,1667.499528
0,9.5925,24.93543903,0.01228876,8,12.470792
0,15.99543,80.52045411,0.004129493,21,15.657099
0,101.0,100.9990158,0.000984218,3,151.499508
0,1.161912,1.23999768,0.03532431,15,0.43155699999999997
0,28.010089,3069.472425,41.78640022,1624,49.954904
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,1.243,4.46766152,0.01058002,39,0.466502
0,10.0,41.02347174,-0.918555982,65,2.916879
0,1.6777259999999998,0.0,107.2089593,160,0.670056
0,1900.529431,2000.998585,0.001414909,5,1667.499528
0,370.892142,6278.647585,-3500.466893,1328,45.2505
0,1.373735,1.358735,0.015,2,2.73247
0,1.458379,12.89323437,5.391128874,42,1.5739580000000002
0,0.5294840000000001,2.41363522,0.00504,39,0.290717
0,509.0,0.0,509.0,2,254.5
0,0.3,0.29938,0.00062,2,0.59938
0,101.0,100.9990158,0.000984218,3,151.499508
0,1.466441,1.465969144,0.000471636,2,2.93241
0,1902.37628,2000.998585,0.001414909,5,1667.499528
0,1.0,0.999559,0.000441,2,1.999559
0,1.000888,0.0,18.28040267,76,0.240532
0,5.008505,0.0,99.67635547,84,1.186623
0,78.850629,100.9990158,0.000984218,4,100.99950799999999
0,499.999,0.0,1226.331962,18,68.129553
0,0.169153,4.41843538,0.01722,82,0.215954
0,30.0,30.12107962,0.00116968,6,22.591395
0,0.715069,0.0,17.96526264,82,0.219089
0,1.001,0.0,18.85476593,24,0.785615
0,5.0,6.257462,0.00088263,5,5.214846
0,1.125244,0.0,47.60848499,118,0.403462
0,0.6973689999999999,0.0,15.89998028,143,0.111189
0,18.0,36.41967252,0.004094496,12,12.487563000000002
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,1577.692763,2000.998585,0.001414909,5,1667.499528
0,53.043053,100.9989738,0.001026218,4,100.999487
0,2.999559,5.39554933,0.00224945,5,4.497041
0,10.0,9.999528364,0.000471636,2,19.999527999999998
0,0.225559,0.22505522,0.000504,2,0.450614
0,1110.88081,2000.998113,0.001886545,6,1500.749528
0,101.0,100.9985118,0.001488218,4,134.66617100000002
0,101.0,100.9990158,0.000984218,3,151.499508
0,6.0,35.67806737,-6.29650084,74,1.977029
0,56.24049399999999,100.9990158,0.000984218,4,100.99950799999999
0,42.47269,48.81820087,0.011706884,17,11.527819999999998
0,1282.681283,2000.998585,0.001414909,5,1667.499528
0,17.687756,0.0,359.061997,275,1.30568
0,0.5,1.803776506,-1.190776506,18,0.324585
0,0.381175,0.380555036,0.00062,2,0.76173
0,20.0,34.49644079,0.003559205,10,13.799288
0,101.0,100.9979,0.0021,5,126.249475
0,1.116753,1.11455294,0.0022,2,2.231306
0,1.00414,0.0,60.43698417,72,0.839403
0,0.223954,12.85341676,0.05376,128,0.40251000000000003
0,1.249528,0.0,99.94944496,117,0.8542690000000001
0,0.0,0.0,0.0,1624,0.0
0,29.007461,2195.600877,0.6931341999999999,407,21.581915
0,716.0,4634.55541,67.11380848,236,79.86762
0,4.2546800000000005,345.5720759,0.444381,2121,0.652137
0,0.01,0.009418468,0.000581532,2,0.019417999999999998
0,0.180717,0.179795396,0.000921794,2,0.360512
0,18.913706,42.18801585,0.126566116,98,1.727315
0,2.2,2.199496,0.000504,2,4.399496
0,81.198633,100.9990158,0.000984218,4,100.99950799999999
0,1366.695336,2000.998585,0.001414909,5,1667.499528
0,1.395217,107.385162,0.23326833,208,2.0675109999999997
0,1.844472,0.0,1.84447207,1,1.844472
0,3.638719,6.38254529,0.01688182,25,1.109956
0,0.426663,4.57354835,0.017661,85,0.21566600000000002
0,208.57,0.0,1211.9614,16,75.747587
0,0.049871,1.662474332,0.016355725,70,0.095466
0,101.0,100.9990158,0.000984218,3,151.499508
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,9.358682,1110.293427,0.018856844,435,35.424548
0,2.445368,0.0,2.44536818,1,2.445368
0,10.14,0.0,27.72145346,91,0.304631
0,0.01,0.0,0.018003663,3,0.009002
0,1.09336,1.09285551,0.000504,2,2.186216
0,158.0,1.501,164.52766730000005,9,24.468881
0,3.52,5.623236,0.001764,9,2.530809
0,2.158244,0.0,151.2160301,139,1.087885
0,12.9775,48.83477441,0.00262559,14,14.243803999999999
0,0.948767,0.0,29.9741884,56,0.535253
0,1.001188,0.0,25.83669695,57,0.453275
0,1053.461141,2000.998585,0.001414909,5,1667.499528
0,0.269876,0.269403924,0.000471636,2,0.53928
0,10.172054,10.17154968,0.000504,2,20.343604
0,59.585154,100.9979759,0.002024127,5,84.165992
0,10.0,9.9978,0.0022,2,19.997799999999998
0,1.0,0.99938,0.00062,2,1.99938
0,0.18,0.1793799999999999,0.00062,2,0.3593799999999999
0,206.387437,3050.7610210000007,0.072752844,188,65.81190000000001
0,66.568311,100.9989738,0.001026218,4,100.999487
0,64.867547,64.86670699999999,0.00084,2,129.734254
0,0.1335869999999999,0.196273576,0.001925554,5,0.16452499999999998
0,3.0,104.8139938,0.08573712,199,2.107724
0,66.365314,100.9980316,0.001968437,6,75.74950799999999
0,96.191037,100.9989738,0.001026218,4,100.999487
0,30.655145,277.0234066,0.010878908,48,23.085737
0,17.430083,131.50968970000002,-0.132278095,113,4.656212999999999
0,1.003153,0.0,26.80862106,30,0.8936209999999999
0,0.2955,0.294453043,0.001046957,2,0.589953
0,87.561705,100.9984519,0.001548055,5,84.166151
0,0.329405,0.328860356,0.000544754,2,0.658265
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,300.0,0.0,1302.58,24,54.27416700000001
0,1.57814,6.462237,-2.34761718,20,1.147358
0,25.0,0.005608327,44.99439167,10000,15.000001
0,20.0,115.195,0.0593786999999999,82,8.948778
0,85.61593,100.9984444,0.001555573,5,84.16614799999999
0,0.126419,0.0,0.12641884,1,0.126419
0,1037.13715,2000.998585,0.001414909,5,1667.499528
0,302.7,360.542102,0.002898,10,171.68713
0,2.323534,6.017316658,0.001323,48,2.1395200000000005
0,101.0,100.9990158,0.000984218,3,151.499508
0,101.0,100.99895,0.00105,3,151.499475
0,0.05,0.04938,0.00062,2,0.09938
0,53.544593000000006,100.9990158,0.000984218,4,100.99950799999999
0,0.142549,0.14192875,0.00062,2,0.284478
0,1039.229065,2000.998585,0.001414909,5,1667.499528
0,2.49125,6.4873635,0.01237811,14,1.8553009999999999
0,0.062141,0.061521135,0.00062,2,0.123662
0,1507.464496,2000.998585,0.001414909,5,1667.499528
0,1.005665,0.0,66.53886848,83,0.801673
0,0.1094,0.10861394,0.00078606,2,0.21801399999999999
0,13.04,13.11787617,0.00194664,8,6.996848999999999
0,4.7995800000000015,27.24006672,0.0143572,32,3.4059049999999997
0,0.52057,0.59780523,0.000691,7,0.418602
0,62.746304,100.9990158,0.000984218,4,100.99950799999999
0,5.838246,12.33924,0.1359874,28,2.64008
0,6.0,5.998953042999999,0.001046957,2,11.998953
0,9.116984,19.00916063,0.217331427,13,6.221443000000001
0,0.995,1.0,0.638,6,0.9095
0,56.671765,307.3920092,0.011364502,64,25.616238000000003
0,4.24027,0.0,236.22537480000005,140,1.6873240000000005
0,200.0,1206.983613,-14.50622072,110,48.763141
0,1037.19711,2000.998585,0.001414909,5,1667.499528
0,26.0,336.4221974,-29.38729011,184,8.035571000000001
0,49.999,360.4554334,0.12349736,226,6.4954350000000005
0,77.98497900000002,127.5469736,0.003005425,8,63.774238
0,7.0,0.0,39.48784328,169,0.233656
0,10.0,27.22,-5.9136894,29,3.959479
0,6.999559,15.29161136,0.022491225,21,4.018547
0,0.809245,0.865188098,0.001689062,4,0.866033
0,101.0,100.9934402,0.00655978,14,108.768726
0,1.008521,0.0,81.8379298,87,0.940666
0,101.0,100.9990158,0.000984218,3,151.499508
0,49.995,618.0984913,-409.0145104,5075,8.834205
0,16.874694,0.0,57.65614122,11,5.241467
0,9.674596,3922.173238,0.032317878,867,63.442656
0,73.905013,100.998477,0.001523001,5,84.166159
0,0.124775,4.978214262,0.005738902,111,0.502405
0,2.33203,2.593890756,0.0007140339999999,3,3.8911930000000003
0,7.543660000000001,11.797362,0.054738,32,4.357506
0,53.498488,100.9984698,0.001530218,6,67.33282399999999
0,101.0,100.9990158,0.000984218,3,151.499508
0,1.001349,0.0,31.79330035,43,0.739379
0,250.00461600000003,3288.952398,-70.20870643,393,34.510408
0,25.398802,25.39775515,0.001046957,2,50.796557
0,101.0,100.9990158,0.000984218,3,151.499508
0,97.27311,100.9989738,0.001026218,4,100.999487
0,223.706943,4248.88377,0.136670341,115,148.06964700000003
0,2.080186,2.0795659,0.00062,2,4.159751999999999
0,28.782406,34.1419793,-0.169573198,5,28.395125
0,1.01783,0.0,81.76654211,119,0.687114
0,26.490597,97.20176126,4.763622838,228,11.265791
0,291.99,1404.414751,-3.424122821,172,32.733955
0,95.153952,100.9989738,0.001026218,4,100.999487
0,0.201477,0.869956748,-0.044989188,23,0.149417
0,84.45213299999998,100.998446,0.0015539999999999,5,84.16614899999999
0,2.995,17.2103127,0.045032073,140,0.492367
0,101.0,100.998488,0.001512,4,134.66616299999998
0,13.0,690.5835143999999,0.483221875,1992,1.401952
0,1.00351,12.32656546,0.011679678,33,1.5298500000000002
0,2.0,1.99938,0.00062,2,3.99938
0,112.237381,881.5770034,0.004790624,27,140.015453
0,22.0,21.99938,0.00062,2,43.99938
0,28.999706,522.2611438,-37.75394306,561,4.330567
0,423.243877,423.2424618,0.001414909,4,564.324698
0,1.0596219999999998,0.0,51.6258967,126,0.409729
0,1.0,0.99938,0.00062,2,1.99938
0,101.0,100.99895,0.00105,3,151.499475
0,0.196018,146.33652,0.590961007,2904,0.202154
0,10000.0,0.0,115572.2429,324,356.704453
0,0.112262,0.11006227,0.0022,2,0.222324
0,7.986694,7.01,0.97669434,3,11.491693999999999
0,52.483367,100.9989738,0.001026218,4,100.999487
0,101.0,105.496652,-4.496652,5,85.665551
0,101.0,100.9985715,0.001428506,3,151.49928599999998
0,117.179506,895.535767,-4.559279749,1069,3.34245
0,1.007,5.5725,0.49117978,42,0.780509
0,1.87294,0.0,125.921517,140,0.899439
0,0.388273,2.85065524,0.225729,32,0.37452799999999986
0,9.87,210.6179766,0.154690804,372,2.265794
0,65.322701,100.9984278,0.0015722179999999,5,84.166143
0,0.260166,0.259545986,0.00062,2,0.519712
0,9.754938,172.3574544,0.042711868,214,3.3054069999999998
0,2.103812,2.459,-0.16518775,4,2.3764060000000002
0,0.3,0.299559,0.000441,2,0.599559
0,3.438845,0.0,191.1084136,153,1.249075
0,3.0,2.99938,0.00062,2,5.99938
0,0.333919,0.0,20.53671112,115,0.17858
0,0.097559,0.097055,0.000504,2,0.194614
0,0.874667,0.03763504,1.693817163,5,0.47049799999999997
0,10.0,11.002559,0.005441,6,7.336853
0,0.796678,0.0,39.15981527,114,0.343507
0,0.091464,0.121170143,0.004293807,9,0.062016
0,299.99,1073.091743,0.039777475,23,186.981422
0,0.49375,9.45249732,6.369714386,87,1.0675050000000001
0,1.275806,838.9145047000002,0.6408480679999999,1664,2.017416
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,1.086307,2.0593311,0.0066,3,3.092297
0,0.605513,0.0,32.31976434,128,0.252498
0,4.0,529.3020569,0.635251734,1149,1.8650130000000003
0,25.2366,0.0,81.64279549999998,9,9.071422
0,1042.460612,2000.998585,0.001414909,5,1667.499528
0,1490.038961,2000.998585,0.001414909,5,1667.499528
0,1.077652,420.02767530000006,0.524149743,831,2.023692
0,79.04642,100.9989738,0.001026218,4,100.999487
0,0.5,0.0,0.616895894,9999,6.2e-05
0,7.999,19.241,0.049937305,48,2.8923919999999996
0,20.924313,174.9301,-14.94649615,89,8.581407
0,9.99,141.96029140000005,0.156244515,217,2.6182679999999996
0,6.812200999999999,6.81037365,0.001827,4,9.082325999999998
0,2.9,0.0,2.91,2,1.455
0,12.995,22.11344758,0.002184948,8,11.05727
0,15.0,146.7905,-2.277202149,225,3.729069
0,4.711403,6.75376561,0.0183571,4,6.762944000000001
0,2.0,4.998067196,0.001932804,8,2.499517
0,2.0,6.00241899,0.004211617,11,2.2015890000000002
0,1.99,4.67924398,0.00075602,7,2.729748
0,1.0048,25.20805292,0.276225861,367,0.276251
0,1.1,1.09856477,0.00143523,2,2.1985650000000003
0,5.984678,332.7618308000001,1.00149532,744,1.7917709999999998
0,98.363606,98.36266323,0.000943273,3,147.544938
0,0.48325,0.4,0.32860901,4,0.64287
0,2.814717,3.5,6.354608034,37,3.773739
0,1.0088290000000002,13.03270291,0.089584829,42,1.3192469999999998
0,25.0,102.117323,0.01223744,16,25.53086
0,5.0,4.99874,0.00126,2,9.99874
0,649.732046,2000.998585,0.001414909,48,711.4661950000001
0,56.642164,100.9990158,0.000984218,4,100.99950799999999
0,0.013973,0.0669285,0.0249076,60,0.00527
0,131.15309,0.0,787.7214998,17,46.336559
0,1.548853,1.548403419,0.000449141,2,3.097256
0,2.002435,17.9519953,0.066696055,137,0.5251399999999999
0,5.322744999999999,10.22783484,0.030506135,11,4.022436
0,101.0,100.9990158,0.000984218,3,151.499508
0,87.993619,100.9990158,0.000984218,4,100.99950799999999
0,1.000014,5.183001494,0.035721,172,0.120961
0,54.2,858.4167884,0.045211617,123,27.962905999999997
0,499.989,64992.52799,2.5763516280000003,4112,63.272153
0,60.0,60.098,0.002,6,45.0745
0,17.0,124.01768429999998,0.003730947,34,25.098950000000006
0,19.995,0.0,33.443870000000004,4,8.360968
0,0.990561,0.99601548,0.00089692,4,0.9964640000000001
0,25.5,55.05681216,0.05861082,291,0.7740389999999999
0,1.0,45.15868277,-44.04868277,8,9.401736999999999
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,0.761864,0.976546691,0.001030219,5,0.8141320000000001
0,2.104634,361.1649277,0.027500008,920,7.231033
0,1870.469089,2000.998585,0.001414909,5,1667.499528
0,10.0,101.4117418,0.03216727,71,5.770423
0,0.995,0.9,0.095,2,1.895
0,7.958703999999999,23.21842356,0.020460495,19,6.306235999999999
0,1.687923,76.65737508,0.1343333,242,1.2681740000000001
0,157.130792,505.628344,-9.9723301,19,105.63572400000001
0,23.199495,0.0,126.86439579999998,18,7.0480220000000005
0,1.146855,0.0,57.13392745,124,0.460757
0,4.947967,23.727,-2.6339945730000003,35,3.058381
0,1.999564,1.999092664,0.000471636,2,3.9986569999999997
0,1.019167,0.0,196.615141,227,0.8661459999999999
0,1364.703022,2000.998113,0.001886545,6,1500.749528
0,4.995,9.234159989,0.000840011,5,7.695413
0,0.520178,0.0,24.93156573,107,0.233005
0,35.0,0.0,35.0,1,35.0
0,101.0,100.9990158,0.000984218,3,151.499508
0,5.67316,7.44399853,0.00536861,20,1.773275
0,327.7520580000001,5769.759075,0.054431033,136,170.288785
0,32.01,48.84703475,0.01509888,17,13.843013000000001
0,88.309828,100.998446,0.0015539999999999,5,84.16614899999999
0,16.0,41.26995577,0.00382222,13,12.77458
0,183.0,1172.199263,-853.4735278999998,126,21.554389999999998
0,0.226352,0.750839788,0.0061270519999999,17,0.177962
0,720.3,2190.83581,0.591041644,1393,6.294933
0,0.311935,0.3097353,0.0022,2,0.62167
0,1.000786,0.0,31.626524300000003,112,0.28238
0,101.0,100.9990158,0.000984218,3,151.499508
0,52.541715,100.998488,0.001512,5,84.166163
0,17.1,526.4068596,0.123883763,380,5.543149
0,373.0,18579.00025,0.25086888,285,260.917017
0,29.811,0.0,105.2637501,11,9.569432
0,1.146521,104.8838571,0.471326795,297,1.534724
0,50.635495,100.9989738,0.001026218,4,100.999487
0,19.89,59.52932,0.00168,8,29.765079999999998
0,17699.99914,186918.0533,621.6042415000002,10000,1057.5313540000002
0,61.439399,100.9990158,0.000984218,4,100.99950799999999
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,130.0,0.0,824.4,13,63.415385
0,36.9,2447.975986,-64.71014472,800,12.084126999999999
0,1037.909255,2000.998113,0.001886545,6,1500.749528
0,100.0,447.5835,0.048720839,50,52.167158000000015
0,33.566428,81.9567052,-37.02947044,58,10.5318
0,92.466523,100.998446,0.0015539999999999,5,84.16614899999999
0,1.13,5.189415508,0.001246032,8,2.767937
0,11.4568,37.67417451,0.006316957,17,8.895993
0,1.8,1.79974798,0.00025202,2,3.599748
0,50.99895,100.9990158,0.000984218,5,84.166175
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,668.105152,2317.213324,0.021238059,25,371.35005900000004
0,5.0,4.99695578,0.00304422,2,9.996956
0,11.51584,45.00209461,0.01021797,14,12.859201
0,0.375272,0.0,19.36612739,98,0.197614
0,0.0,0.0,0.0,9999,0.0
0,10.999495,0.0,31.07241158,5,6.214482
0,0.6,0.59837566,0.00162434,3,0.899188
0,76.99937,86.53921597,0.041622947,13,37.504489
0,0.1,0.09958,0.00042,2,0.19958
0,89.96834,100.9984557,0.001544256,5,84.16615200000001
0,5.1,275.1349633,-4.89406396,304,6.267883
0,3.000364,48.27582232,0.041473706,96,2.01582
0,0.0239,0.0,0.02389988,1,0.0239
0,11.09,22.16732996,0.002670038,8,11.084332
0,0.489137,0.0,20.81543511,109,0.190967
0,1.792785,1.792688108,9.67e-05,2,3.5854730000000004
0,22.175,194.6,-17.88441396,104,8.688308000000001
0,1.0,1.767,0.045,41,0.35248599999999997
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,0.0,0.0,0.0,181,0.0
0,399.999,805.212473,0.010527,12,268.405912
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,101.0,100.9990158,0.000984218,3,151.499508
0,497.822072,1697.144682,0.260774423,796,8.529876
0,62.01,3389.296333,0.021023785,182,112.728935
0,51.36301,101.2157775,0.000984218,6,75.912079
0,2.0,25.10659796,0.182503553,341,0.2955749999999999
0,4.99,4.989496,0.000504,2,9.979496000000001
0,26.278279,37.2110715,50.94254263,27,9.826873
0,0.113988,0.113516364,0.000471636,2,0.227504
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,400.0,725.5277402,-4.51805557,59,86.90765700000003
0,1.409452,1.40894829,0.000504,2,2.8184
0,3.515142,6.654,0.45414206,56,1.151245
0,0.618857,0.0,33.30223377,131,0.254216
0,4.318035,4.417051052,0.000984218,4,4.4175439999999995
0,101.0,100.998446,0.0015539999999999,4,134.666149
0,1.151997,0.0,52.94762249,129,0.410447
0,85.168824,100.9984458,0.001554158,5,84.16614899999999
0,1.363896,0.0,1.36389572,1,1.363896
0,51.759097,100.9970297,0.002970305,8,67.332838
0,0.002049,0.0,0.00204917,1,0.002049
0,101.0,100.9985118,0.001488218,4,134.66617100000002
0,1.00586,0.0,49.71351457,100,0.4971350000000001
0,6.995,0.01,38.05,9,4.7675
0,0.510473,1.08411085,0.001323,8,0.578457
0,0.353832,0.0,22.14096162,115,0.19253
0,7.0,13.64847053,0.00674201,30,1.820246
0,98.293198,100.9984936,0.001506437,5,84.166165
0,2.25,2.49637663,0.00362337,4,2.498188
0,1.638875,0.0,199.135681,221,0.901066
0,0.009662,0.01983642,0.00050001,4,0.026615
0,34.055304,34.15539136,0.000471636,4,45.540679
0,0.145868,0.14579748,7.04e-05,2,0.291665
0,0.431425,0.0,19.97348364,89,0.224421
